intent,response,utter_link,utter_send_link,utter_ask_more,featureless
HOW_LIMIT, 차단하시는데 해당 서비스를 어떻게 사용하는지에 대해 문의해주셨군요 /  차단 시에 해당 서비스를 사용하는 방법에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/limit](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계정을 차단하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_LIMIT, 차단하시는데 나이 제한에 대해 궁금하시군요 /  차단 시에 연령 제한 관련 정보가 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/limit](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계정을 차단하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_LIMIT," 차단하시는데 해당 서비스 관련 비용, 수수료, 이자에 대해 문의해주셨군요 /  차단 시에 해당 서비스에 관련된 비용, 수수료, 이자에 대해 궁금하셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/limit](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계정을 차단하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_LIMIT, 차단하시는데 어려움이 있으시군요 /  차단 하실때 오류가 있으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/limit](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계정을 차단하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_LIMIT, 차단을 원하시는군요 /  차단 상황에서 도움 받기를 원하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/limit](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계정을 차단하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_INSTALL, 설치하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  설치에 대한 담당자가 누구인지 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_INSTALL, 설치하시는데 해당 서비스에 대한 정보가 뭔지 궁금하시군요 /  설치 시에 해당 서비스가 뭔지 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_INSTALL, 설치하시는데 어디서 해결 할 수 있는지 궁금하시군요 /  설치와 관련해서 어디서 해결할 수 있는지 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_INSTALL, 설치하시는데 해당 서비스 제공 시간이 궁금하시군요 /  설치 상황에서 해당 서비스 제공 시간이 언제인지 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_INSTALL, 설치하시는데 발생한 오류에 대한 원인이 궁금하셨군요 /  설치 시에 발생한 오류에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_INSTALL, 설치하시는데 해당 서비스를 어떻게 사용하는지 궁금하시군요 /  설치 시에 해당 서비스를 사용하는 방법에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_INSTALL, 설치하시는데 나이 제한 관련 정보가 궁금하시군요 /  설치 시에 나이 제한 관련 정보가 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_INSTALL," 설치하시는데 발생하는 비용, 수수료, 이자에 대해 문의해주셨군요 /  설치 시에 해당 서비스에 관련된 비용, 수수료, 이자에 대해 궁금하셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_INSTALL, 설치하시는데 문제가 발생한 상황이군요 /  설치 상황에서 오류가 있으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_INSTALL, 설치하시는데 도움이 필요하셨군요 /  설치 상황에서 도움 받기 원하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/install](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 설치하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_DOWNLOAD, 다운로드하시는데 누구에게 물어야 할 지 궁금하시군요 /  다운로드에 대한 담당자가 누구인지 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_DOWNLOAD, 다운로드하시는데 해당 서비스에 대한 정보가 궁금하시군요 /  다운로드 시에 해당 서비스가 뭔지 알고싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_DOWNLOAD, 다운로드하시는데 어디서 해결 할 수 있는지 궁금하시군요 /  다운로드와 관련해서 어디서 해결 할 수 있는지 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_DOWNLOAD, 다운로드하시는데 해당 서비스 제공 시간이 궁금하시군요 /  다운로드 상황에서 해당 서비스 제공 시간이 언제인지 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_DOWNLOAD, 다운로드하시는데 해당 서비스 이용에 있어 발생한 불편함에 대한 원인이 궁금하셨군요 /  다운로드 시에 해당 서비스를 이용할때 있어 발생한 오류에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_DOWNLOAD, 다운로드하시는데 해당 서비스를 어떻게 사용하는지에 대해 문의해주셨군요 /  다운로드 상황에서 해당 서비스를 사용하는 방법에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_DOWNLOAD, 다운로드하시는데 연령 제한에 대해 궁금하시군요 /  다운로드 시에 나이 제한 관련 정보가 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_DOWNLOAD," 다운로드하시는데 해당 서비스 관련 비용, 수수료, 이자에 대해 궁금하시군요 /  다운로드 시에 해당 서비스에 관련된 비용, 수수료, 이자에 대해 궁금하셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_DOWNLOAD, 다운로드하시는데 문제가 발생한 상황이군요 /  다운로드 상황에서 오류가 있으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_DOWNLOAD, 다운로드를 원하시는군요 /  다운로드 상황에서 도움 받기 원하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/download](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""앱을 다운로드하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_OCCUR, 문제가 발생하는데 누가 해결해 줄 수 있는지 궁금하시군요 /  문제 발생 상황에서 담당자가 누구인지 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료가 발생 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_OCCUR, 문제가 발생하는데 해당 서비스가 뭔지 궁금하시군요 /  문제 발생 상황에서 해당 서비스에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""에러가 발생 한다는데 뭘 해야하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_OCCUR, 문제가 발생하는데 어디서 할 수 있는지 궁금하시군요 /  문제 발생시 어디서 해결할 수 있는지 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료가 발생 하는데 어디서 처리할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_OCCUR, 문제가 발생하는데 해당 서비스 제공 시간을 알고 싶으시군요 /  문제 발생 상황에서 해당 서비스 제공 시간이 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""오류가 발생 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_OCCUR, 문제가 발생하는데 해당 서비스 이용에 있어 발생한 오류에 대한 이유가 궁금하셨군요 /  문제 발생 상황에서 생긴 오류에 대한 이유가 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료가 발생 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_OCCUR, 문제가 발생하는데 해당 서비스를 어떻게 사용하는지에 대해 문의해주셨군요 /  문제가 발생하는 상황에서 해당 서비스에 대한 사용방법이 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""오류가 발생 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_OCCUR, 문제가 발생하는데 연령 제한에 대해 궁금하시군요 /  문제 발생 상황에서 연령 제한 관련 정보가 알고 싶으시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료가 발생 하는 것에 대한 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_OCCUR," 문제가 발생하는데 해당 서비스 관련 비용, 수수료, 이자를 알고 싶으시군요 /  문제가 발생하시는 상황에서 해당 서비스 관련 비용, 수수료, 이자에 대해 궁금하셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""오류가 발생 하는데 비용이 따로 드는지 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_OCCUR, 문제가 발생 관련하여 문제가 발생한 상황이군요 /  문제가 발생하는 상황에서 오류가 있으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료가 드는 과정에서 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_OCCUR, 문제가 발생하는데 도움이 필요하셨군요 /  문제가 발생하는 상황에서 도움 받기 원하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/occur](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""오류가 발생 하는걸 해결하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_VERIFY, 인증하시는데 누구에게 물어야 할 지 궁금하시군요 /  인증에 대한 담당자가 누구인지 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_VERIFY, 인증하시는데 해당 서비스에 대한 정보가 궁금하시군요 /  인증 시에 해당 서비스에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_VERIFY, 인증하시는데 어디서 해결 할 수 있는지 궁금하시군요 /  인증 관련 사항에 대해 어디서 해결할 수 있는지 알고 싶으셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_VERIFY, 인증하시는데 해당 서비스 제공 시간이 궁금하시군요 /  인증하시는데 언제 해당 서비스가 제공되는지 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_VERIFY, 인증하시는데 해당 서비스 이용에 있어 발생한 오류에 대한 이유가 궁금하셨군요 /  인증하시는데 생긴 불편사항에 대한 이유가 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_VERIFY, 인증하시는데 해당 서비스를 어떻게 사용하는지 궁금하시군요 /  인증하시는데 해당 서비스에 대한 사용방법이 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_VERIFY, 인증하시는데 나이 제한 관련 정보가 궁금하시군요 /  인증 상황에서 연령 제한 관련 정보가 알고 싶으시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_VERIFY," 인증하시는데 발생하는 비용, 수수료, 이자에 대해 궁금하시군요 /  인증 상황에서 생긴 비용, 수수료, 이자에 대해 알고 싶으셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_VERIFY, 인증하시는데 어려움이 있으시군요 /  인증 상황에서 문제가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_VERIFY, 인증하시는데 도움이 필요하셨군요 /  인증 관련 사항에 대해 도움 받기 원하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/verify](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""바이오 인증하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_UPDATE, 업데이트하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  업데이트에 대한 담당자가 누구인지 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_UPDATE, 업데이트하시는데 해당 서비스에 대한 정보가 궁금하시군요 /  업데이트 시에 해당 서비스에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_UPDATE, 업데이트하시는데 어디서 할 수 있는지 궁금하시군요 /  어디서 업데이트 관련 사항에 대해 해결할 수 있는지 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_UPDATE, 업데이트하시는데 해당 서비스 제공 시간이 궁금하시군요 /  업데이트하시는데 언제 해당 서비스가 제공되는지 알고 싶으시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_UPDATE, 업데이트하시는데 해당 서비스 이용에 있어 발생한 오류에 대한 원인이 궁금하셨군요 /  업데이트하시는데 생긴 불편사항에 대한 이유가 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_UPDATE, 업데이트하시는데 해당 서비스를 어떻게 사용하는지 궁금하시군요 /  업데이트하시는데 해당 서비스에 대한 사용방법이 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_UPDATE, 업데이트하시는데 연령 제한에 대해 궁금하시군요 /  업데이트 상황에서 나이 제한 관련 정보가 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_UPDATE," 업데이트하시는데 발생하는 비용, 수수료, 이자에 대해 궁금하시군요 /  업데이트 상황에서 생긴 비용, 수수료, 이자에 대해 알고 싶으시군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_UPDATE, 업데이트하시는데 어려움이 있으시군요 /  업데이트 상황에서 문제가 발생하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_UPDATE, 업데이트하시는데 도움이 필요하셨군요 /  업데이트 관련 사항에 대해 도움 받기 원하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/update](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""어플을 업데이트하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
